Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Player A,0,none,Feed,Flat,25.114799,1,0,0,no_mans_land,ad,near,-0.517682,4.270562,out,ad,far,0.163967,25.341398,0.778482,---,In,false,22:46:59,
Player B,1,none,Backhand,Topspin,46.128777,1,0,0,no_mans_land,ad,far,0.327598,20.730919,out,ad,near,-0.842163,-0.684779,1.039906,cross court,In,false,22:47:00,
Player A,2,none,Forehand,Flat,58.368824,1,0,0,no_mans_land,ad,near,-2.622315,2.029263,no_mans_land,ad,far,0.339278,24.174992,1.70348,cross court,In,false,22:47:02,
Player B,3,none,Backhand,Flat,44.495892,1,0,0,no_mans_land,ad,far,0.765345,19.733168,out,ad,near,-2.746448,-1.154936,0.934796,cross court,In,false,22:47:03,
Player A,4,none,Forehand,Topspin,46.041744,1,0,0,no_mans_land,deuce,near,0.454382,2.873709,no_mans_land,ad,far,1.103637,24.818979,1.464712,down the line,In,false,22:47:05,
Player B,5,none,Forehand,Topspin,41.921459,1,0,0,no_mans_land,ad,far,3.473671,23.619349,out,deuce,near,0.395327,-1.660458,1.237953,down the line,In,false,22:47:06,
Player A,6,none,Forehand,Topspin,54.075794,1,0,0,no_mans_land,deuce,near,1.949332,3.147816,no_mans_land,ad,far,3.473671,24.828136,0.955763,down the line,In,false,22:47:08,
Player B,7,none,Forehand,Topspin,41.919987,1,0,0,no_mans_land,ad_alley,far,4.64322,21.102854,out,deuce_alley,near,4.885168,-2.037978,0.959036,down the line,Out,false,22:47:10,
Player A,8,none,Forehand,Slice,33.1031,1,0,0,no_mans_land,deuce,near,0.760929,4.777353,no_mans_land,ad,far,3.844389,24.479006,1.353358,down the line,In,false,22:47:11,
Player B,9,none,Backhand,Topspin,41.539551,1,0,0,no_mans_land,ad,far,1.428413,19.482353,no_mans_land,deuce,near,0.414403,1.018514,0.608241,inside in,In,false,22:47:14,
Player A,10,none,Forehand,Topspin,51.509193,1,0,0,service_box,ad,near,-0.46567,6.162109,out,ad,far,1.698391,26.334936,0.818832,cross court,In,false,22:47:15,
Player B,11,none,Backhand,Slice,39.334072,1,0,0,out,deuce,far,-0.633362,24.478203,no_mans_land,ad,near,-1.341599,-0.210125,0.35714,down the line,Out,false,22:47:17,
Player A,12,none,Backhand,Topspin,28.74791,1,0,0,service_box,ad,far,0.868372,16.000246,out,deuce,far,-0.633362,25.686991,1.003217,down the line,Net,false,22:47:19,
Player A,0,none,Feed,Topspin,24.248772,2,0,0,service_box,ad,near,-0.840737,5.846856,out,ad,far,0.724107,26.505823,0.831274,---,In,false,22:47:22,
Player B,1,none,Backhand,Topspin,45.591206,2,0,0,no_mans_land,ad,far,1.384797,18.829731,no_mans_land,ad,near,-1.490325,0.671825,0.620509,cross court,In,false,22:47:24,
Player A,2,none,Forehand,Topspin,45.606514,2,0,0,no_mans_land,deuce,near,1.233557,2.774692,out,ad,far,2.37881,26.167318,0.925526,down the line,In,false,22:47:25,
Player B,3,none,Forehand,Flat,44.468182,2,0,0,no_mans_land,ad,far,0.393103,20.938953,out,deuce,near,1.230809,-0.796532,1.040687,down the line,In,false,22:47:27,
Player A,4,none,Forehand,Topspin,49.993259,2,0,0,service_box,ad,near,-1.899745,6.177888,out,ad,far,0.109076,25.800663,1.18342,cross court,In,false,22:47:28,
Player B,5,none,Backhand,Flat,44.595898,2,0,0,service_box,ad,far,2.744822,16.867847,out,ad,near,-2.29048,-0.653145,0.454035,cross court,In,false,22:47:30,
Player A,6,none,Forehand,Slice,34.263161,2,0,0,no_mans_land,deuce,near,0.614228,2.528754,no_mans_land,ad,far,3.949298,24.763571,0.676736,down the line,In,false,22:47:32,
Player B,7,none,Forehand,Topspin,42.783634,2,0,0,no_mans_land,deuce,far,-0.673391,19.278557,out,ad,near,-0.114231,-2.725391,1.411811,inside in,In,false,22:47:34,
Player A,8,none,Backhand,Topspin,49.999809,2,0,0,no_mans_land,deuce,near,0.771789,3.099491,out,deuce,far,-1.145409,26.208054,1.107814,cross court,In,false,22:47:36,
Player B,9,none,Forehand,Flat,44.38649,2,0,0,no_mans_land,deuce,far,-2.816356,23.62425,out,deuce,near,0.779308,-0.662667,1.30203,cross court,In,false,22:47:38,
Player A,10,none,Backhand,Flat,51.632549,2,0,0,service_box,ad,near,-0.952606,5.701383,out,deuce,far,-3.088457,25.971788,1.116809,down the line,In,false,22:47:39,
Player B,11,none,Forehand,Flat,45.344578,2,0,0,no_mans_land,deuce,far,-1.125481,21.250572,no_mans_land,ad,near,-0.440756,0.301566,0.65047,inside in,In,false,22:47:41,
Player A,12,none,Backhand,Topspin,41.743702,2,0,0,no_mans_land,deuce,near,1.101561,3.212445,out,deuce,far,-1.165181,26.159845,0.849409,cross court,In,false,22:47:42,
Player B,13,none,Forehand,Topspin,37.494576,2,0,0,no_mans_land,deuce,far,-3.886259,21.01215,no_mans_land,deuce,near,1.213823,0.550523,1.342743,cross court,In,false,22:47:44,
Player A,14,none,Backhand,Topspin,35.204449,2,0,0,service_box,deuce,far,-2.976933,13.691463,out,deuce_alley,far,-4.34458,25.409861,0.850901,down the line,Net,false,22:47:46,
Player B,0,none,Feed,Topspin,17.320551,3,0,0,no_mans_land,deuce,far,-0.778746,21.508421,no_mans_land,deuce,near,0.114,1.291083,1.19213,---,In,false,22:47:50,
Player A,1,none,Backhand,Topspin,38.960827,3,0,0,service_box,ad,near,-2.727375,6.437084,out,deuce,far,-0.872863,25.150923,1.145622,down the line,In,false,22:47:52,
Player B,2,none,Backhand,Topspin,42.258202,3,0,0,no_mans_land,deuce,far,-3.091111,20.04719,out,ad,near,-3.091111,-0.870992,0.460167,down the line,In,false,22:47:55,
Player A,3,none,Forehand,Topspin,50.556797,3,0,0,service_box,ad,near,-0.033735,6.268218,out,deuce,far,-0.467128,26.23345,1.306383,inside in,In,false,22:47:56,
Player B,4,none,Forehand,Topspin,44.275707,3,0,0,no_mans_land,deuce,far,-2.445494,20.832472,out,ad,near,-0.384919,-0.629222,0.691584,inside in,In,false,22:47:58,
Player A,5,none,Backhand,Topspin,32.632236,3,0,0,service_box,deuce,far,-2.594674,11.970857,out,deuce,far,-2.818375,25.96874,1.214474,cross court,Net,false,22:47:59,
Player A,0,none,Feed,Topspin,19.918634,4,0,0,no_mans_land,ad,near,-0.114882,2.305392,out,ad,far,0.302285,26.818512,0.557166,---,In,false,22:48:22,
Player B,1,none,Backhand,Topspin,47.805653,4,0,0,no_mans_land,deuce,far,-1.256557,19.898762,out,ad,near,-0.377488,-1.77049,1.181177,down the line,In,false,22:48:24,
Player A,2,none,Backhand,Slice,35.759933,4,0,0,service_box,ad,near,-2.084787,7.089219,out,deuce,far,-1.401475,25.406874,0.93173,down the line,In,false,22:48:26,
Player B,3,none,Backhand,Slice,39.723621,4,0,0,no_mans_land,ad,far,4.084846,18.541388,no_mans_land,ad,near,-2.214636,0.246704,0.633221,cross court,In,false,22:48:28,
Player A,4,none,Forehand,Topspin,42.332504,4,0,0,service_box,deuce,near,1.272124,10.025137,no_mans_land,ad,far,0.669693,24.344957,0.921897,down the line,In,false,22:48:30,
Player B,5,none,Overhead,Flat,41.941406,4,0,0,service_box,deuce,far,-0.461154,16.745827,service_box,deuce,near,1.272124,9.49989,2.110465,---,In,false,22:48:30,
Player A,6,none,Backhand,Slice,27.598906,4,0,0,service_box,deuce,far,-0.123153,13.642582,no_mans_land,deuce,far,-1.4595,23.943913,0.433409,cross court,Net,false,22:48:32,
Player A,0,none,Feed,Flat,24.248772,5,0,0,no_mans_land,deuce,near,0.38617,3.397389,no_mans_land,ad,far,0.209768,19.745882,1.622156,---,In,false,22:48:40,
Player B,1,none,Forehand,Topspin,49.217323,5,0,0,service_box,deuce,far,-2.450229,17.839355,out,deuce,near,0.470186,-1.626037,0.992976,cross court,In,false,22:48:41,
Player A,2,none,Backhand,Slice,42.129574,5,0,0,out,deuce,near,2.458908,-0.744154,out,deuce,far,-3.152042,25.059599,0.61919,cross court,Out,false,22:48:43,
Player B,3,none,Forehand,Flat,42.467751,5,0,0,service_box,deuce,near,0.790909,10.900815,no_mans_land,deuce,near,2.435012,-0.480801,1.234989,cross court,Net,false,22:48:45,
Player B,0,none,Feed,Topspin,22.516716,6,0,0,service_box,ad,far,0.00755,18.257591,no_mans_land,ad,near,-0.522081,0.588297,0.663426,---,In,false,22:48:52,
Player A,1,none,Forehand,Topspin,43.866428,6,0,0,out,deuce,near,0.382904,-0.574347,out,ad,far,0.344388,25.967056,0.981625,down the line,Out,false,22:48:54,
Player B,2,none,Forehand,Topspin,37.75489,6,0,0,service_box,ad,far,2.668336,15.840522,out,deuce,near,0.328648,-2.067151,0.826387,down the line,In,false,22:48:56,
Player A,3,none,Forehand,Topspin,46.248402,6,0,0,no_mans_land,ad,near,-0.683111,2.207883,no_mans_land,ad,far,3.272563,24.956308,0.592607,cross court,In,false,22:48:58,
Player B,4,none,Forehand,Topspin,48.659523,6,0,0,no_mans_land,ad,far,1.289016,20.55163,out,ad,near,-0.795791,-0.821056,1.299072,inside out,In,false,22:48:59,
Player A,5,none,Forehand,Topspin,48.487534,6,0,0,service_box,ad,near,-1.12592,6.530651,out,ad,far,1.132872,25.560852,1.557878,cross court,In,false,22:49:00,
Player B,6,none,Backhand,Flat,55.600418,6,0,0,no_mans_land,ad,far,1.165653,18.551975,no_mans_land,ad,near,-2.325801,0.463864,0.453973,cross court,In,false,22:49:02,
Player A,7,none,Forehand,Flat,46.035946,6,0,0,no_mans_land,ad,near,-2.51923,0.880962,out,ad,far,1.958226,25.370741,1.080304,cross court,In,false,22:49:04,
Player B,8,none,Backhand,Flat,54.538174,6,0,0,no_mans_land,ad,far,0.757912,22.152218,out,ad,near,-2.724882,-0.791385,0.937737,cross court,In,false,22:49:05,
Player A,9,none,FH Volley,Flat,24.248772,6,0,0,service_box,ad,near,-4.101441,6.533144,no_mans_land,ad,far,0.757912,23.361006,1.162591,cross court,In,false,22:49:06,
Player A,0,none,Feed,Topspin,23.382744,7,0,0,no_mans_land,deuce,near,0.463284,5.456069,out,ad,far,0.952798,25.313322,0.78365,---,In,false,22:49:09,
Player B,1,none,Forehand,Topspin,42.761345,7,0,0,no_mans_land,ad,far,2.470002,20.01038,out,deuce,near,0.489874,-0.735335,1.05834,down the line,In,false,22:49:11,
Player A,2,none,Forehand,Topspin,52.162624,7,0,0,no_mans_land,deuce,near,0.498183,3.692586,out,ad,far,2.498023,24.986872,1.520537,down the line,In,false,22:49:12,
Player B,3,none,Forehand,Topspin,53.787258,7,0,0,no_mans_land,ad,far,0.874066,21.876125,out,deuce,near,0.515411,-1.18613,0.853909,down the line,In,false,22:49:13,
Player A,4,none,Forehand,Topspin,38.692062,7,0,0,no_mans_land,ad_alley,near,-4.339821,1.236465,out,ad,far,0.746231,26.056513,0.931785,down the line,Out,false,22:49:15,
Player B,5,none,Backhand,Topspin,44.347584,7,0,0,no_mans_land,deuce,far,-1.311336,19.103722,out,ad_alley,near,-4.627976,-2.668207,1.228971,down the line,In,false,22:49:17,
Player A,6,none,Backhand,Topspin,43.988911,7,0,0,out,ad,near,-2.193279,-0.690287,no_mans_land,deuce,far,-0.261778,24.667288,1.124387,down the line,Out,false,22:49:19,
Player B,7,none,Backhand,Flat,32.884235,7,0,0,no_mans_land,deuce,far,-2.731079,18.32865,out,ad,near,-2.248991,-1.927508,0.594959,down the line,In,false,22:49:20,
Player A,8,none,Backhand,Topspin,43.435169,7,0,0,no_mans_land,deuce,near,1.010759,3.343905,out,deuce,far,-3.205866,25.637251,0.634081,cross court,In,false,22:49:24,
Player B,9,none,Forehand,Flat,38.989719,7,0,0,out,deuce,far,-3.008625,25.379459,no_mans_land,deuce,near,1.51088,-0.300586,1.364614,cross court,Out,false,22:49:25,
Player A,0,none,Feed,Topspin,25.114799,8,0,0,no_mans_land,deuce,near,0.512645,3.872234,out,deuce,far,-0.332728,26.451874,0.544508,---,In,false,22:49:30,
Player B,1,none,Forehand,Topspin,39.591774,8,0,0,service_box,ad,near,-1.383583,11.409687,out,deuce,near,0.453729,-2.260539,0.927085,down the line,Net,false,22:49:32,
Player A,0,none,Feed,Flat,18.186579,9,0,0,no_mans_land,deuce,near,0.423555,3.324268,out,deuce,far,-0.090827,25.469521,0.607613,---,In,false,22:49:35,
Player B,1,none,Forehand,Flat,47.597069,9,0,0,no_mans_land,ad,far,0.857434,22.118164,out,deuce,near,0.337928,-1.371824,1.323632,down the line,In,false,22:49:37,
Player A,2,none,Forehand,Topspin,51.919163,9,0,0,no_mans_land,ad,near,-0.622643,3.458073,out,ad,far,0.676234,26.099516,1.09523,cross court,In,false,22:49:38,
Player B,3,none,Backhand,Flat,44.331402,9,0,0,service_box,deuce,far,-0.655854,17.46913,out,ad,near,-1.168221,-0.657629,0.66111,down the line,In,false,22:49:40,
Player A,4,none,Forehand,Topspin,47.108425,9,0,0,no_mans_land,deuce,near,1.251234,1.314988,out,deuce,far,-0.488013,25.523344,0.995199,inside out,In,false,22:49:41,
Player B,5,none,Forehand,Flat,47.889606,9,0,0,no_mans_land,ad,far,1.162498,19.661943,out,deuce,near,1.374653,-0.754317,1.032409,down the line,In,false,22:49:43,
Player A,6,none,Forehand,Topspin,45.214783,9,0,0,no_mans_land,ad,near,-1.612617,1.751833,out,ad,far,0.908765,25.440138,1.049662,cross court,In,false,22:49:44,
Player B,7,none,Backhand,Flat,54.678982,9,0,0,no_mans_land,ad,far,1.426199,21.498039,out,ad,near,-2.026188,-1.747489,1.000405,cross court,In,false,22:49:46,
Player A,8,none,Forehand,Topspin,51.826584,9,0,0,no_mans_land,ad,near,-1.60074,4.142996,out,ad,far,1.52676,26.547483,0.994627,cross court,In,false,22:49:47,
Player B,9,none,Backhand,Flat,52.051243,9,0,0,out,ad,far,1.914712,25.218708,out,ad,near,-2.413842,-0.550098,0.870331,cross court,Out,false,22:49:49,
Player A,10,none,Forehand,Topspin,58.002674,9,0,0,service_box,ad,far,2.53388,18.040007,out,ad,far,2.213499,27.255865,0.815674,cross court,Net,false,22:49:50,
Player A,0,none,Feed,Topspin,17.320551,10,0,0,no_mans_land,ad,near,-0.975363,2.914528,no_mans_land,ad,far,0.815911,23.218931,0.708758,---,In,false,22:50:15,
Player B,1,none,Backhand,Flat,44.545483,10,0,0,no_mans_land,deuce,far,-2.684945,23.600836,no_mans_land,ad,near,-1.853213,-0.371897,0.924895,down the line,In,false,22:50:17,
Player A,2,none,Backhand,Flat,41.613445,10,0,0,no_mans_land,ad,near,-1.165763,1.920516,out,deuce,far,-2.373849,25.735367,1.201876,down the line,In,false,22:50:18,
Player B,3,none,Backhand,Topspin,40.807152,10,0,0,service_box,ad,far,2.121257,16.631025,out,ad,near,-1.36694,-1.834134,1.134509,cross court,In,false,22:50:20,
Player A,4,none,Forehand,Topspin,46.155861,10,0,0,no_mans_land,ad,near,-2.172934,1.866705,out,ad,far,3.238746,26.130428,0.688711,cross court,In,false,22:50:22,
Player B,5,none,Backhand,Topspin,47.942375,10,0,0,service_box,deuce,far,-2.986734,17.843296,out,ad,near,-2.925666,-1.991952,1.276975,down the line,In,false,22:50:23,
Player A,6,none,Backhand,Slice,39.775997,10,0,0,out,ad,near,-1.638044,-1.478857,no_mans_land,deuce,far,-2.442935,24.665165,0.809194,down the line,Out,false,22:50:25,
Player B,7,none,Backhand,Flat,36.252613,10,0,0,service_box,ad,near,-0.397391,7.04404,out,ad,near,-1.638044,-3.024931,0.149608,cross court,Net,false,22:50:27,
Player B,0,none,Feed,Flat,19.052607,11,0,0,no_mans_land,ad,far,1.415037,22.839251,no_mans_land,deuce,near,0.530173,1.751828,0.945314,---,In,false,22:50:30,
Player A,1,none,Forehand,Topspin,46.670918,11,0,0,service_box,deuce,near,0.8066,6.281225,out,ad,far,1.420872,25.909554,1.005953,down the line,In,false,22:50:32,
Player B,2,none,Forehand,Flat,40.64436,11,0,0,no_mans_land,deuce,far,-0.464495,22.106819,no_mans_land,deuce,near,0.296221,-0.052808,0.75782,cross court,In,false,22:50:33,
Player A,3,none,FH Volley,Flat,18.186579,11,0,0,no_mans_land,ad,near,-2.61216,1.217049,no_mans_land,deuce,far,-0.464495,23.315607,1.373647,down the line,In,false,22:50:35,
Player B,4,none,Backhand,Flat,49.018372,11,0,0,service_box,ad,far,1.149137,17.186499,out,ad,near,-3.200505,-1.95424,1.129645,cross court,In,false,22:50:37,
Player A,5,none,Forehand,Topspin,50.020184,11,0,0,no_mans_land,ad,near,-2.224489,0.286302,out,ad,far,2.17075,25.764368,0.881311,cross court,In,false,22:50:39,
Player B,6,none,Backhand,Topspin,36.221008,11,0,0,no_mans_land,deuce_alley,far,-5.223277,19.681026,out,ad,near,-2.706834,-3.374408,1.204993,down the line,Out,false,22:50:40,
Player A,7,none,Backhand,Topspin,40.997223,11,0,0,no_mans_land,deuce,near,0.8218,2.634808,out,deuce_out,far,-5.534963,26.624453,1.010558,down the line,In,false,22:50:43,
Player B,8,none,Forehand,Flat,40.282707,11,0,0,no_mans_land,deuce,far,-1.719632,20.235273,out,deuce,near,1.476562,-0.680546,1.704901,cross court,In,false,22:50:45,
Player A,9,none,Backhand,Topspin,47.564144,11,0,0,no_mans_land,deuce,near,2.028795,4.245742,out,deuce,far,-2.070763,26.572351,1.35093,cross court,In,false,22:50:47,
Player B,10,none,Forehand,Topspin,47.431374,11,0,0,service_box,deuce,near,3.234167,8.397079,out,deuce,near,3.220899,-2.109456,1.012989,cross court,Net,false,22:50:49,
Player A,0,none,Feed,Flat,18.186579,12,0,0,no_mans_land,ad,near,-0.527852,2.725204,out,ad,far,0.831915,25.179007,0.737866,---,In,false,22:50:52,
Player B,1,none,Backhand,Topspin,45.018379,12,0,0,no_mans_land,deuce,far,-2.362531,18.984333,out,ad,near,-0.87539,-1.275195,1.099412,down the line,In,false,22:50:54,
Player A,2,none,Backhand,Topspin,48.028507,12,0,0,out,ad,near,-0.205422,-0.863439,out,deuce,far,-2.247781,26.314428,0.920264,down the line,Out,false,22:50:56,
Player B,0,none,Feed,Flat,21.650688,13,0,0,no_mans_land,deuce,far,-1.967255,18.876511,no_mans_land,ad,near,-0.350749,0.145587,0.983335,---,In,false,22:50:59,
Player A,1,none,Backhand,Topspin,50.861191,13,0,0,no_mans_land,deuce,near,0.587314,4.249274,out,deuce,far,-2.215488,25.952875,1.33082,cross court,In,false,22:51:01,
Player B,2,none,Forehand,Flat,38.29026,13,0,0,out,deuce,far,-1.260319,25.42724,no_mans_land,deuce,near,0.825554,0.363403,1.248081,cross court,Out,false,22:51:02,
Player A,3,none,Forehand,Topspin,45.297565,13,0,0,no_mans_land,deuce,near,0.52092,4.261061,out,deuce,far,-2.094734,26.233362,1.189772,inside out,In,false,22:51:04,
Player B,4,none,Forehand,Flat,34.633095,13,0,0,service_box,ad,far,0.719678,17.552467,no_mans_land,deuce,near,0.535735,-0.110366,0.800993,down the line,In,false,22:51:06,
Player B,0,none,Feed,Flat,21.650688,15,0,0,service_box,deuce,far,-1.792506,17.326181,no_mans_land,deuce,near,0.2248,0.934345,0.888321,---,In,false,22:51:39,
Player A,1,none,Backhand,Topspin,43.046219,15,0,0,no_mans_land,deuce,near,1.012698,2.007422,out,deuce,far,-2.615283,25.687639,0.326329,cross court,In,false,22:51:41,
Player B,2,none,Forehand,Topspin,38.210526,15,0,0,no_mans_land,deuce,far,-0.342494,21.201542,out,deuce,near,1.286838,-0.687473,1.327453,cross court,In,false,22:51:42,
Player A,3,none,Forehand,Topspin,48.622723,15,0,0,service_box,deuce,near,2.125305,6.282135,out,deuce,far,-1.050489,26.595797,1.394062,inside out,In,false,22:51:45,
Player B,4,none,Forehand,Topspin,59.564747,15,0,0,service_box,deuce,far,-1.344387,17.59276,no_mans_land,deuce,near,2.615528,-0.102424,0.767541,cross court,In,false,22:51:46,
Player A,5,none,Backhand,Flat,45.032093,15,0,0,no_mans_land,deuce,near,1.742415,1.355618,no_mans_land,deuce,far,-4.01741,24.872322,0.734782,cross court,In,false,22:51:48,
Player B,6,none,Forehand,Flat,42.047325,15,0,0,out,deuce_alley,far,-4.286193,25.309032,out,deuce,near,2.710746,-2.224313,1.32525,down the line,Out,false,22:51:50,
Player A,0,none,Feed,Topspin,25.114799,16,0,0,no_mans_land,deuce,near,1.764677,2.439524,out,deuce,far,-1.941844,25.606609,0.864322,---,In,false,22:51:57,
Player B,1,none,Forehand,Flat,32.840324,16,0,0,no_mans_land,ad,far,1.529028,19.318766,out,deuce,near,2.332209,-1.436111,1.755005,down the line,In,false,22:51:59,
Player A,2,none,Forehand,Topspin,45.235119,16,0,0,no_mans_land,deuce,near,0.46995,2.606388,out,ad,far,1.530059,25.457458,0.753795,down the line,In,false,22:52:02,
Player B,3,none,Forehand,Flat,39.719616,16,0,0,no_mans_land,ad,far,1.666018,22.352634,out,deuce,near,0.330103,-1.846242,1.26897,down the line,In,false,22:52:03,
Player A,4,none,Forehand,Topspin,49.071068,16,0,0,no_mans_land,ad,near,-0.609272,0.42689,out,ad,far,1.933604,25.79038,1.598485,cross court,In,false,22:52:05,
Player B,5,none,Backhand,Topspin,47.044609,16,0,0,out,deuce,far,-0.565909,24.277363,out,ad,near,-1.003921,-1.588237,1.200643,down the line,Out,false,22:52:07,
Player A,6,none,Forehand,Topspin,46.277878,16,0,0,no_mans_land,deuce,near,2.720553,2.983317,out,deuce,far,-0.74354,26.542091,0.990413,inside out,In,false,22:52:08,
Player B,7,none,Forehand,Flat,37.137321,16,0,0,no_mans_land,deuce,far,-0.681463,22.307106,out,deuce,near,3.808199,-2.288687,0.933848,cross court,In,false,22:52:10,
Player A,8,none,Forehand,Topspin,43.159019,16,0,0,service_box,ad,near,-1.76544,5.856718,out,deuce,far,-1.559523,27.540565,1.648271,inside in,In,false,22:52:12,
Player B,9,none,Backhand,Topspin,41.162113,16,0,0,out,deuce,far,-3.582101,24.840872,out,ad,near,-2.054307,-1.15901,0.977237,down the line,Out,false,22:52:14,
Player A,10,none,Backhand,Topspin,44.683525,16,0,0,service_box,deuce,near,1.833236,6.589138,out,deuce,far,-3.125574,27.259853,1.358284,cross court,In,false,22:52:16,
Player B,11,none,Forehand,Flat,44.525291,16,0,0,service_box,deuce,far,-1.921692,17.230036,no_mans_land,deuce,near,3.276335,0.366155,0.630348,cross court,In,false,22:52:18,
Player A,12,none,Backhand,Flat,39.407963,16,0,0,no_mans_land,ad,near,-0.800411,4.033925,no_mans_land,deuce_alley,far,-4.232213,23.637861,0.709516,down the line,In,false,22:52:20,
Player B,13,none,Forehand,Topspin,37.876835,16,0,0,out,deuce,far,-2.548587,24.266167,no_mans_land,deuce,near,0.790427,0.22166,0.553234,cross court,Out,false,22:52:22,
Player A,14,none,Backhand,Topspin,50.474117,16,0,0,no_mans_land,ad,near,-3.476039,2.932211,out,deuce,far,-2.587481,26.301346,0.942843,down the line,In,false,22:52:24,
Player B,15,none,Backhand,Flat,33.181995,16,0,0,service_box,deuce,far,-3.226103,15.91179,out,ad,near,-3.187704,-2.341409,0.892173,down the line,In,false,22:52:25,
Player A,16,none,Backhand,Slice,38.631226,16,0,0,no_mans_land,deuce,near,1.370189,3.095872,no_mans_land,deuce,far,-1.27391,20.206104,0.818941,cross court,In,false,22:52:28,
Player B,17,none,Forehand,Topspin,43.253414,16,0,0,service_box,deuce,far,-3.924639,17.19063,no_mans_land,deuce,near,1.502053,0.864985,1.125826,cross court,In,false,22:52:29,
Player A,0,none,Feed,Topspin,17.320551,17,0,0,no_mans_land,deuce,near,0.512818,3.248891,no_mans_land,ad,far,0.740754,24.047615,0.948939,---,In,false,22:52:36,
Player B,1,none,Forehand,Flat,37.542362,17,0,0,no_mans_land,ad,far,0.625992,23.065353,no_mans_land,deuce,near,0.511237,-0.469516,1.705883,down the line,In,false,22:52:37,
Player A,2,none,Forehand,Topspin,52.626728,17,0,0,out,ad,near,-0.850979,-0.385588,out,ad,far,0.722775,26.471806,0.75719,cross court,Out,false,22:52:39,
Player B,3,none,Backhand,Flat,40.647449,17,0,0,service_box,ad,far,0.577698,16.817152,out,ad,near,-1.054489,-2.272357,0.934487,cross court,In,false,22:52:41,
Player A,4,none,Forehand,Flat,48.025368,17,0,0,no_mans_land,ad,near,-0.373099,1.92635,out,ad,far,1.184095,25.877958,0.428822,cross court,In,false,22:52:43,
Player B,5,none,Backhand,Topspin,41.391613,17,0,0,no_mans_land,ad,far,0.442745,21.684065,no_mans_land,ad,near,-0.705136,-0.447726,1.22171,cross court,In,false,22:52:44,
Player A,6,none,Forehand,Topspin,43.687729,17,0,0,no_mans_land,ad,near,-1.454948,0.267419,out,ad,far,0.6777,26.156328,0.462987,cross court,In,false,22:52:46,
Player B,7,none,Backhand,Flat,37.576668,17,0,0,service_box,deuce,far,-1.7787,15.500267,out,ad,near,-1.845504,-2.103411,1.158174,down the line,In,false,22:52:47,
Player A,8,none,Backhand,Slice,32.584133,17,0,0,service_box,deuce,near,1.146354,5.979635,no_mans_land,deuce,far,-1.556932,23.899214,0.886967,cross court,In,false,22:52:49,
Player B,9,none,Forehand,Topspin,31.674984,17,0,0,service_box,ad,near,-1.026555,10.626064,no_mans_land,deuce,near,1.334499,2.989007,0.350304,down the line,Net,false,22:52:51,
Player B,0,none,Feed,Flat,22.516716,18,0,0,no_mans_land,ad,far,1.198674,22.061049,service_box,ad,near,-0.403856,10.37242,2.583069,---,In,false,22:52:58,
Player A,1,none,Forehand,Topspin,48.103882,18,0,0,service_box,ad,near,-0.666934,5.636953,no_mans_land,ad,far,0.277341,24.622435,1.137021,cross court,In,false,22:52:59,
Player B,2,none,BH Volley,Flat,19.918634,18,0,0,service_box,deuce,far,-1.338386,16.918896,service_box,ad,near,-0.666934,11.616245,3.646016,down the line,In,false,22:53:00,
Player A,3,none,Backhand,Topspin,40.95203,18,0,0,service_box,deuce,near,0.2451,11.191183,no_mans_land,deuce,far,-1.694785,23.865088,0.472527,cross court,In,false,22:53:01,
Player B,4,none,FH Volley,Flat,20.301201,18,0,0,service_box,ad,far,1.398353,15.117551,service_box,deuce,near,0.2451,10.665936,2.177922,down the line,In,false,22:53:02,
Player A,5,none,Forehand,Topspin,42.589916,18,0,0,no_mans_land,deuce,near,3.322149,2.462809,out,ad,far,3.505101,25.679022,0.527715,down the line,In,false,22:53:05,
Player A,0,none,Feed,Topspin,20.784662,19,0,0,service_box,ad,near,-1.617527,11.342812,no_mans_land,deuce,far,-0.173101,22.075993,1.271644,---,In,false,22:53:09,
Player B,1,none,BH Volley,Flat,22.520477,19,0,0,service_box,deuce,far,-0.825636,17.387199,service_box,ad,near,-1.617527,10.817565,1.112537,down the line,In,false,22:53:10,
Player A,2,none,Overhead,Flat,88.798691,19,0,0,service_box,deuce,far,-1.279115,17.845581,service_box,deuce,far,-1.279115,19.054369,0.029611,---,Net,false,22:53:13,
Player A,3,none,Backhand,Flat,40.058228,19,0,0,service_box,ad,near,-0.366276,11.525223,out,deuce,far,-3.33693,25.743343,0.62216,down the line,In,false,22:53:14,
Player B,4,none,Overhead,Flat,18.186579,19,0,0,service_box,ad,far,0.567728,16.990646,service_box,ad,near,-0.366276,10.999976,1.882054,cross court,In,false,22:53:15,
Player A,0,none,Feed,Flat,23.382744,20,0,0,no_mans_land,ad,near,-1.315175,2.261716,out,deuce,far,-0.290875,25.605127,0.816285,---,In,false,22:53:34,
Player B,1,none,Backhand,Flat,43.680099,20,0,0,service_box,deuce,far,-1.309531,18.152798,out,ad,near,-2.076259,-1.433753,0.846328,down the line,In,false,22:53:36,
